issued,describedByType,systemOfRecords,references,landingPage,title,theme,spatial,programCode,describedBy,description,language,isPartOf,bureauCode,contactPoint,accessLevel,publisher,keyword,license,rights,modified,accrualPeriodicity,dataQuality,distribution,identifier 
2011-04-01,,,['http://www.aphis.usda.gov/wps/portal/aphis/ourfocus/wildlifedamage/sa_programs/sa_nwrc/sa_information_services/ct_chemical_effects/!ut/p/a1/lZHJbsIwFEW_pYsuI7-ETCwJUBIgnREkG8s4dmIpkxxD1X59E7PpgqlevWeda10doxTtUFqTo8iJEk1NymFPXbx8CS0zACtaLOYBRM9P61dvtbTAtHsguQKsnPvy08UktL01ANi-BdEsCGfeOAaI3PvycOFM4FZ-i1KU0lq1qkAJaQvRYdrUitUKl2Ivifx-hI7g5iAxb-ih09uXKLNScIYzUpGc6btWNrkk1QmovyTVg6h5IyttE3dMHgVlPUEVpgWrBCUlZpwzqrqhRktFhpKxuwcY-5lhOiPLsE3iGcSl1AA-toEwjzjcOdW-IV4D18xq4Iq6pHfrXZbnoY9_tl7e8ZuWjKdx3j9LVGEM-tDuj129DHb1cM4u2p2zuw1Qapfz2HlDbbXZbCp_5L6HP5-82k78_OEXY52dOw!!/?1dmy&urile=wcm%3apath%3a%2Faphis_content_library%2Fsa_our_focus%2Fsa_wildlife_damage%2Fsa_programs%2Fsa_nwrc%2Fsa_information_services%2Fct_nwrc-chemical-effects-db-data-citations'],,National Wildlife Chemical Effects Database,,United States,['005:032'],http://www.aphis.usda.gov/wps/portal/aphis/ourfocus/wildlifedamage/sa_programs/sa_nwrc/sa_information_services/ct_chemical_effects/!ut/p/a1/lZHJbsIwFEW_pYsuI7-ETCwJUBIgnREkG8s4dmIpkxxD1X59E7PpgqlevWeda10doxTtUFqTo8iJEk1NymFPXbx8CS0zACtaLOYBRM9P61dvtbTAtHsguQKsnPvy08UktL01ANi-BdEsCGfeOAaI3PvycOFM4FZ-i1KU0lq1qkAJaQvRYdrUitUKl2Ivifx-hI7g5iAxb-ih09uXKLNScIYzUpGc6btWNrkk1QmovyTVg6h5IyttE3dMHgVlPUEVpgWrBCUlZpwzqrqhRktFhpKxuwcY-5lhOiPLsE3iGcSl1AA-toEwjzjcOdW-IV4D18xq4Iq6pHfrXZbnoY9_tl7e8ZuWjKdx3j9LVGEM-tDuj129DHb1cM4u2p2zuw1Qapfz2HlDbbXZbCp_5L6HP5-82k78_OEXY52dOw!!/?1dmy&urile=wcm%3apath%3a%2Faphis_content_library%2Fsa_our_focus%2Fsa_wildlife_damage%2Fsa_programs%2Fsa_nwrc%2Fsa_information_services%2Fct_nwrc-chemical-effects-db-glossary,"Contains bioassay records and data for chemicals analyzed and evaluated for repellency, toxicity, reproductive inhibition, and immobilization.",,,['005:32'],"{'hasEmail': 'mailto:Jennifer.M.Edwards@aphis.usda.gov', '@type': 'vcard:Contact', 'fn': 'Jennifer Edwards'}",public,"{'@type': 'org:Organization', 'name': 'Animal and Plant Health Inspection Service, Department of Agriculture'}","['Chemicals', 'Immobilization', 'Pesticides', 'Reproductive inhibitation', 'Rodenticides', 'Toxicity']",https://creativecommons.org/licenses/by/4.0,,2015-01-20,R/PT1S,,"[{'description': 'Contains bioassay records and data for chemicals analyzed and evaluated for repellency, toxicity, reproductive inhibition, and immobilization.', 'title': 'Web site', 'describedByType': 'text/html', 'format': 'HTML', 'mediaType': 'text/html', 'describedBy': 'http://www.aphis.usda.gov/wps/portal/aphis/ourfocus/wildlifedamage/sa_programs/sa_nwrc/sa_information_services/ct_chemical_effects/!ut/p/a1/lZHJbsIwFEW_pYsuI7-ETCwJUBIgnREkG8s4dmIpkxxD1X59E7PpgqlevWeda10doxTtUFqTo8iJEk1NymFPXbx8CS0zACtaLOYBRM9P61dvtbTAtHsguQKsnPvy08UktL01ANi-BdEsCGfeOAaI3PvycOFM4FZ-i1KU0lq1qkAJaQvRYdrUitUKl2Ivifx-hI7g5iAxb-ih09uXKLNScIYzUpGc6btWNrkk1QmovyTVg6h5IyttE3dMHgVlPUEVpgWrBCUlZpwzqrqhRktFhpKxuwcY-5lhOiPLsE3iGcSl1AA-toEwjzjcOdW-IV4D18xq4Iq6pHfrXZbnoY9_tl7e8ZuWjKdx3j9LVGEM-tDuj129DHb1cM4u2p2zuw1Qapfz2HlDbbXZbCp_5L6HP5-82k78_OEXY52dOw!!/?1dmy&urile=wcm%3apath%3a%2Faphis_content_library%2Fsa_our_focus%2Fsa_wildlife_damage%2Fsa_programs%2Fsa_nwrc%2Fsa_information_services%2Fct_nwrc-chemical-effects-db-glossary', 'downloadURL': 'http://www.aphis.usda.gov/wps/portal/aphis/ourfocus/wildlifedamage/sa_programs/sa_nwrc/sa_information_services/ct_chemical_effects/!ut/p/a1/lZHJbsIwFEW_pYsuI7-ETCwJUBIgnREkG8s4dmIpkxxD1X59E7PpgqlevWeda10doxTtUFqTo8iJEk1NymFPXbx8CS0zACtaLOYBRM9P61dvtbTAtHsguQKsnPvy08UktL01ANi-BdEsCGfeOAaI3PvycOFM4FZ-i1KU0lq1qkAJaQvRYdrUitUKl2Ivifx-hI7g5iAxb-ih09uXKLNScIYzUpGc6btWNrkk1QmovyTVg6h5IyttE3dMHgVlPUEVpgWrBCUlZpwzqrqhRktFhpKxuwcY-5lhOiPLsE3iGcSl1AA-toEwjzjcOdW-IV4D18xq4Iq6pHfrXZbnoY9_tl7e8ZuWjKdx3j9LVGEM-tDuj129DHb1cM4u2p2zuw1Qapfz2HlDbbXZbCp_5L6HP5-82k78_OEXY52dOw!!/?1dmy&urile=wcm%3apath%3a%2Faphis_content_library%2Fsa_our_focus%2Fsa_wildlife_damage%2Fsa_programs%2Fsa_nwrc%2Fsa_information_services%2Fct_chemical_effects', '@type': 'dcat:Distribution'}]",USDA-APHIS-00003
2013-11-26,,,['http://catalog.data.gov/dataset/arms-farm-financial-and-crop-production-practices'],,ARMS Farm Financial and Crop Production Practices,,United States,['005:041'],http://www.ers.usda.gov/data-products/arms-farm-financial-and-crop-production-practices/documentation.aspx,"The annual Agricultural Resource Management Survey (ARMS) is USDA's primary source of information on the financial condition, production practices, and resource use of America's farm businesses and the economic well-being of America's farm households. ARMS data are essential to USDA, congressional, administration, and industry decision makers when weighing alternative policies and programs that touch the farm sector or affect farm families.",,,['005:13'],"{'hasEmail': 'mailto:morehart@ers.usda.gov', '@type': 'vcard:Contact', 'fn': 'Mitch Morehart'}",public,"{'@type': 'org:Organization', 'name': 'Economic Research Service, Department of Agriculture'}","['Agricultural Resource Management Survey', 'crop production practices', 'farm structure', 'finance']",https://creativecommons.org/publicdomain/zero/1.0/,,2015-01-29,R/P1Y,,"[{'downloadURL': 'http://www.ers.usda.gov/data-products/arms-farm-financial-and-crop-production-practices/tailored-reports-farm-structure-and-finance.aspx', 'mediaType': 'text/html', '@type': 'dcat:Distribution', 'title': 'Query tool - Farm structure and finance'}, {'downloadURL': 'http://www.ers.usda.gov/data-products/arms-farm-financial-and-crop-production-practices/tailored-reports-crop-production-practices.aspx', 'mediaType': 'text/html', '@type': 'dcat:Distribution', 'title': 'Query tool - Crop production practices'}, {'accessURL': 'http://www.ers.usda.gov/developer/data-apis.aspx', 'format': 'API', '@type': 'dcat:Distribution', 'title': 'ARMS data API'}]",USDA-ERS-02580
2005-07-07,,,['http://www.ers.usda.gov/data-products/adoption-of-genetically-engineered-crops-in-the-us/documentation.aspx'],,Adoption of Genetically Engineered Crops in the U.S.,,United States,['005:041'],http://www.ers.usda.gov/data-products/adoption-of-genetically-engineered-crops-in-the-us/documentation.aspx,"This data product summarizes the extent of adoption of herbicide-tolerant (HT), insect-resistant (Bt), and those with both traits (""stacked"") genetically engineered (GE) crops in the United States. Data cover GE varieties of corn, cotton, and soybeans over the 2000-2013 period, for the U.S.",,,['005:13'],"{'hasEmail': 'mailto:jorgef@ers.usda.gov', '@type': 'vcard:Contact', 'fn': 'Jorge Fernandez-Cornejo'}",public,"{'@type': 'org:Organization', 'name': 'Economic Research Service, Department of Agriculture'}","['Bt', 'Bt-corn', 'Bt-cotton', 'Genetically engineered crops', 'acres', 'adoption', 'biotechnology', 'corn', 'cotton', 'herbicide tolerant', 'ht-corn', 'ht-cotton', 'ht-soybeans', 'insect tolerant', 'soybeans']",https://creativecommons.org/publicdomain/zero/1.0/,,2014-03-19,R/P1Y,,"[{'downloadURL': 'http://www.ers.usda.gov/datafiles/Adoption_of_Genetically_Engineered_Crops_in_the_US/alltables.xls', 'mediaType': 'application/xls', '@type': 'dcat:Distribution', 'title': 'Data file'}]",USDA-04708
2013-12-11,,,,,Ag and Food Statistics: Charting the Essentials,,,['005:041'],,"A collection of over 75 charts and maps presenting key statistics on the farm sector, food spending and prices, food security, rural communities, the interaction of agriculture and natural resources, and more.

How much do you know about food and agriculture? What about rural America or conservation? ERS has assembled more than 75 charts and maps covering key information about the farm and food sectors, including agricultural markets and trade, farm income, food prices and consumption, food security, rural economies, and the interaction of agriculture and natural resources.

How much, for example, do agriculture and related industries contribute to U.S. gross domestic product? Which commodities are the leading agricultural exports? How much of the food dollar goes to farmers? How do job earnings in rural areas compare with metro areas? How much of the Nation’s water is used by agriculture? These are among the statistics covered in this collection of charts and maps—with accompanying text—divided into the nine section titles.",,,['005:13'],"{'hasEmail': 'mailto:eleibtag@ers.usda.gov', '@type': 'vcard:Contact', 'fn': 'Ephraim Leibtag'}",public,"{'@type': 'org:Organization', 'name': 'Economic Research Service, U.S. Department of Agriculture'}","['agricultural economics', 'agriculture', 'charts', 'food', 'maps', 'rural sociology']",https://creativecommons.org/publicdomain/zero/1.0/,,2014-03-19,,,"[{'downloadURL': 'http://www.ers.usda.gov/data-products/ag-and-food-statistics-charting-the-essentials/ag-and-food-sectors-and-the-economy.aspx', '@type': 'dcat:Distribution', 'description': 'chart gallery', 'mediaType': 'image/png', 'title': 'Ag and Food Sectors and the Economy'}, {'downloadURL': 'http://www.ers.usda.gov/data-products/ag-and-food-statistics-charting-the-essentials/land-and-natural-resources.aspx', 'mediaType': 'text/html', '@type': 'dcat:Distribution', 'title': 'Land and Natural Resources'}, {'downloadURL': 'http://www.ers.usda.gov/data-products/ag-and-food-statistics-charting-the-essentials/farming-and-farm-income.aspx', 'mediaType': 'text/html', '@type': 'dcat:Distribution', 'title': 'Farming and Farm Income'}, {'downloadURL': 'http://www.ers.usda.gov/data-products/ag-and-food-statistics-charting-the-essentials/rural-economy.aspx', 'mediaType': 'text/html', '@type': 'dcat:Distribution', 'title': 'Rural Economy'}, {'downloadURL': 'http://www.ers.usda.gov/data-products/ag-and-food-statistics-charting-the-essentials/agricultural-production-and-prices.aspx', 'mediaType': 'text/html', '@type': 'dcat:Distribution', 'title': 'Agricultural Production and Prices'}, {'downloadURL': 'http://www.ers.usda.gov/data-products/ag-and-food-statistics-charting-the-essentials/agricultural-trade.aspx', 'mediaType': 'text/html', '@type': 'dcat:Distribution', 'title': 'Agricultural Trade'}, {'downloadURL': 'http://www.ers.usda.gov/data-products/ag-and-food-statistics-charting-the-essentials/food-availability-and-consumption.aspx', 'mediaType': 'text/html', '@type': 'dcat:Distribution', 'title': 'Food Availability and Consumption'}, {'downloadURL': 'http://www.ers.usda.gov/data-products/ag-and-food-statistics-charting-the-essentials/food-prices-and-spending.aspx', 'mediaType': 'text/html', '@type': 'dcat:Distribution', 'title': 'Food Prices and Spending'}, {'downloadURL': 'http://www.ers.usda.gov/data-products/ag-and-food-statistics-charting-the-essentials/food-security-and-nutrition-assistance.aspx', 'mediaType': 'text/html', '@type': 'dcat:Distribution', 'title': 'Food Security and Nutrition Assistance'}]",USDA-ERS-00051
2003-02-13,,,['http://www.ers.usda.gov/data-products/agricultural-baseline-database/documentation.aspx'],,Agricultural Baseline Database,,United States,['005:041'],http://www.ers.usda.gov/data-products/agricultural-baseline-database/documentation.aspx,"The agricultural baseline database provides longrun, 10-year projections from USDA's annual long-term projections report. The database covers projections for major field crops (corn, sorghum, barley, oats, wheat, rice, soybeans, and upland cotton), and livestock (beef, pork, poultry and eggs, and dairy).",,,['005:13'],"{'hasEmail': 'mailto:westcott@ers.usda.gov', '@type': 'vcard:Contact', 'fn': 'Paul Westcott'}",public,"{'@type': 'org:Organization', 'name': 'Economic Research Service, Department of Agriculture'}","['Longrun projections', 'barley', 'beef', 'commodities', 'corn', 'crops', 'dairy', 'eggs', 'forecasts', 'livestock', 'oats', 'pork', 'poultry', 'rice', 'sorghum', 'soybeans', 'upland cotton', 'wheat']",https://creativecommons.org/publicdomain/zero/1.0/,,2014-03-19,R/P1Y,,"[{'downloadURL': 'http://www.ers.usda.gov/data-products/agricultural-baseline-database/custom-queries.aspx', 'mediaType': 'text/html', '@type': 'dcat:Distribution', 'title': 'Query tool'}]",USDA-ERS-02576
2013-11-04,,,"['http://www.ers.usda.gov/data-products/agricultural-exchange-rate-data-set/faqs.aspx', 'http://www.ers.usda.gov/data-products/agricultural-exchange-rate-data-set/example-of-trade-weighted-exchange-rate.aspx']",,Agricultural Exchange Rate Data Set,,United States,['005:041'],http://www.ers.usda.gov/data-products/agricultural-exchange-rate-data-set/documentation.aspx,"This data set contains annual and monthly data for exchange rates important to U.S. agriculture. It includes both nominal and real exchange rates for 79 countries, plus the European Union (EU), as well as real trade-weighted exchange rate indexes for many commodities and aggregations.",,,['005:13'],"{'hasEmail': 'mailto:mshane@ers.usda.gov', '@type': 'vcard:Contact', 'fn': 'Mathew Shane'}",public,"{'@type': 'org:Organization', 'name': 'Economic Research Service, US Department of Agriculture'}","['USDA', 'agricultural economics', 'agriculture', 'exchange rate']",https://creativecommons.org/publicdomain/zero/1.0/,,2014-03-19,R/P2M,,"[{'downloadURL': 'http://www.ers.usda.gov/data-products/agricultural-exchange-rate-data-set.aspx', 'mediaType': 'application/xls', '@type': 'dcat:Distribution', 'title': 'Web page with links to Excel files'}]",USDA-ERS-00052
,,,,,Agricultural Outlook Statistical Indicators,,United States,['005:041'],,The statistical indicator tables formerly provided in Agricultural Outlook magazine are no longer being updated. The data provided in most of those tables are maintained online elsewhere on the ERS website or by the primary data providers. Below are links to the online sources for most of the tables. Several tables have been discontinued because current data are no longer available.,,,['005:13'],"{'hasEmail': 'mailto:mlandes@ers.usda.gov', '@type': 'vcard:Contact', 'fn': 'Maurice Landes'}",public,"{'@type': 'org:Organization', 'name': 'Economic Research Service, U.S. Department of Agriculture'}",['agricultural economics'],https://creativecommons.org/publicdomain/zero/1.0/,,2014-06-17,,,"[{'downloadURL': 'http://www.ers.usda.gov/data-products/agricultural-outlook-statistical-indicators.aspx', 'mediaType': 'application/xls', '@type': 'dcat:Distribution', 'title': 'Web page with links to Excel files'}]",USDA-ERS-00103
2010-02-01,,,['http://www.ers.usda.gov/data-products/agricultural-productivity-in-the-us.aspx'],,Agricultural Productivity in the U.S.,,"United States, States",['005:041'],http://www.ers.usda.gov/data-products/agricultural-productivity-in-the-us.aspx,"Increased productivity is the main contributor to growth in U.S. agriculture. This data set provides estimates of productivity growth in the U.S. farm sector for the 1948-2011 period, and estimates of the growth and relative levels of productivity across the States for the period 1960-2004.",,,['005:13'],"{'hasEmail': 'mailto:eball@ers.usda.gov', '@type': 'vcard:Contact', 'fn': 'Eldon Ball'}",public,"{'@type': 'org:Organization', 'name': 'Economic Research Service, Department of Agriculture'}","['Economic Research Service', 'U S Department of Agriculture', 'USDA', 'agricultural economics', 'agricultural productivity', 'data', 'data set', 'inputs', 'outputs', 'total factor productivity']",https://creativecommons.org/licenses/by/4.0,,2014-12-23,R/P1Y,,"[{'downloadURL': 'http://www.ers.usda.gov/data-products/agricultural-productivity-in-the-us.aspx', 'mediaType': 'application/xls', '@type': 'dcat:Distribution', 'title': 'Web page with links to Excel files'}]",USDA-ERS-05407
2003-10-27,,,['http://www.ers.usda.gov/data-products/agricultural-research-funding-in-the-public-and-private-sectors/definitions-and-related-resources.aspx'],,Agricultural Research Funding in the Public and Private Sectors,,United States,['005:041'],http://www.ers.usda.gov/data-products/agricultural-research-funding-in-the-public-and-private-sectors/documentation.aspx,Data for public and private funding of food and agricultural research and development cover the years 1970-2009 (public) and 1970-2007 (private). Data are available as nominal figures and adjusted for inflation.,,,['005:13'],"{'hasEmail': 'mailto:kday@ers.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kelly Day-Rubenstein'}",public,"{'@type': 'org:Organization', 'name': 'Economic Research Service, Department of Agriculture'}","['Economic Research Service', 'U S Department of Agriculture', 'USDA', 'agricultural economics', 'private agricultural research', 'public agricultural research', 'research and development R D', 'research policy']",https://creativecommons.org/publicdomain/zero/1.0/,,2014-03-19,R/P1Y,,"[{'downloadURL': 'http://www.ers.usda.gov/datafiles/Agricultural_Research/Agricultural_Research_Funding_in_the_Public_and_Private_Sectors/agresearchfunding.xls', 'mediaType': 'application/xls', '@type': 'dcat:Distribution', 'title': 'Data file'}]",USDA-ERS-05408
2003-01-01,,,['http://www.ers.usda.gov/data-products/agricultural-trade-multipliers/ers-estimates.aspx'],,Agricultural Trade Multipliers,,United States,['005:041'],http://www.ers.usda.gov/data-products/agricultural-trade-multipliers/glossary.aspx,"Agricultural trade multipliers provide estimates of employment and/or output effects of trade in farm and food products on the U.S. economy. These effects, when expressed as multipliers, reflect the amount of economic activity and/or jobs generated by agricultural exports.",,,['005:13'],"{'hasEmail': 'mailto:spersaud@ers.usda.gov', '@type': 'vcard:Contact', 'fn': 'Suresh Persaud'}",public,"{'@type': 'org:Organization', 'name': 'Economic Research Service, Department of Agriculture'}","['I O', 'agricultural economics', 'agricultural exports', 'data', 'economic output', 'employment', 'input output model', 'margins', 'multipliers', 'port', 'producer']",https://creativecommons.org/publicdomain/zero/1.0/,,2014-03-19,R/P1Y,,"[{'downloadURL': 'http://www.ers.usda.gov/dataFiles/ATMCalculator/2011MultipliersProducerPort.xls', 'mediaType': 'application/xls', '@type': 'dcat:Distribution', 'title': 'Detailed ERS Producer and Port Multipliers by Commodity'}, {'downloadURL': 'http://www.ers.usda.gov/data-products/agricultural-trade-multipliers/calculator.aspx', 'mediaType': 'text/html', '@type': 'dcat:Distribution', 'title': 'Online calculator'}]",USDA-ERS-26041
2013-12-10,,,['http://www.ers.usda.gov/data-products/aquaculture-data/documentation.aspx'],,Aquaculture Data,,United States,['005:041'],http://www.ers.usda.gov/data-products/aquaculture-data/documentation.aspx,"Aquaculture is the production of aquatic animals and plants under controlled conditions for all or part of their lifecycle. This data product provides statistics on domestically grown catfish and trout and U.S. imports and exports of fish and shellfish that may be products of aquaculture, such as salmon, shrimp, and oysters.",,,['005:13'],"{'hasEmail': 'mailto:djharvey@ers.usda.gov', '@type': 'vcard:Contact', 'fn': 'David Harvey'}",public,"{'@type': 'org:Organization', 'name': 'Economic Research Service, Department of Agriculture'}","['ERS', 'Economic Research Service', 'U S Department of Agriculture', 'USDA', 'agricultural economics', 'catfish', 'exports', 'fish', 'imports', 'shellfish']",https://creativecommons.org/publicdomain/zero/1.0/,,2014-03-19,R/P1Y,,"[{'downloadURL': 'http://www.ers.usda.gov/datafiles/Aquaculture/Zipped_CSV_files/Aquaculture.zip', 'mediaType': 'application/zip', '@type': 'dcat:Distribution', 'title': 'ZIP file of CSV formatted data'}, {'downloadURL': 'http://www.ers.usda.gov/data-products/aquaculture-data.aspx', 'mediaType': 'application/xls', '@type': 'dcat:Distribution', 'title': 'Web page links to Excel files'}]",USDA-ERS-05394
